timestamp,ax,ay,az,gx,gy,gz,label
0.000000,-0.009601,-0.040652,0.026397,-0.063398,0.145488,-0.059991,rotate
0.020068,0.005415,-0.030029,-0.011494,-0.046034,0.158795,-0.112378,rotate
0.040136,0.002368,-0.019866,-0.012474,0.051989,-0.023912,-0.175740,rotate
0.060204,-0.010024,0.037160,0.001196,-0.024911,-0.002366,-0.137131,rotate
0.080272,-0.025912,0.027767,-0.014648,-0.118740,-0.055394,-0.058332,rotate
0.100340,-0.005516,0.039156,0.029494,-0.208870,0.013179,-0.013556,rotate
0.120408,-0.011520,0.016508,-0.009583,-0.223875,0.086121,0.014836,rotate
0.140476,-0.025186,0.000715,-0.009217,-0.165187,0.116264,0.023134,rotate
0.160544,-0.012563,0.003666,-0.019657,-0.127767,0.112981,0.022333,rotate
0.180612,-0.002710,-0.002052,-0.016912,-0.091135,0.016166,0.043171,rotate
0.200680,-0.005985,0.000319,-0.004364,-0.068977,-0.078686,0.062445,rotate
0.220748,-0.006474,-0.013724,-0.007855,-0.046878,-0.122748,0.095393,rotate
0.240816,-0.013577,-0.001763,-0.003251,-0.084524,-0.013117,0.094431,rotate
0.260884,-0.021706,-0.005285,0.008063,-0.108610,0.076679,0.057157,rotate
0.280952,-0.018275,0.001402,0.000298,-0.113740,0.139810,0.018313,rotate
0.301020,-0.002153,-0.032007,-0.008636,-0.032240,-0.040493,-0.035169,rotate
0.321088,-0.009073,-0.003884,-0.032111,0.035629,-0.102976,-0.046644,rotate
0.341157,0.002794,-0.022848,-0.023191,0.107049,-0.197736,-0.061581,rotate
0.361225,-0.011228,-0.012210,-0.006282,0.135126,-0.209850,-0.076682,rotate
0.381293,-0.017069,0.012152,0.000532,0.099837,-0.108162,-0.083932,rotate
0.401361,-0.007295,-0.004954,0.041310,0.048204,-0.005041,-0.093502,rotate
0.421429,-0.000387,-0.001505,0.045065,0.018078,0.101511,-0.111320,rotate
0.441497,0.008114,-0.036501,0.038454,0.077306,0.045854,-0.135937,rotate
0.461565,-0.018009,-0.000379,0.011641,0.124911,-0.015985,-0.183952,rotate
0.481633,-0.059288,0.001801,0.013732,0.149915,-0.066357,-0.297470,rotate
0.501701,-0.064364,-0.006059,0.006181,0.174958,-0.055144,-0.454743,rotate
0.521769,-0.058354,-0.048390,0.021808,0.231190,0.026125,-0.653004,rotate
0.541837,-0.080000,-0.071546,-0.069788,0.368956,-0.016590,-0.881209,rotate
0.561905,-0.058243,-0.065660,-0.033547,0.496169,-0.311474,-1.131879,rotate
0.581973,-0.079036,-0.025433,-0.037123,0.457921,-0.543713,-1.393013,rotate
0.602041,-0.047667,-0.015678,-0.061784,0.379619,-0.627875,-1.593275,rotate
0.622109,-0.046494,-0.028859,0.008329,0.353110,-0.573379,-1.826799,rotate
0.642177,-0.042288,-0.108991,0.045392,0.392104,-0.564201,-2.160747,rotate
0.662245,-0.050132,-0.053726,0.045350,0.262502,-0.490159,-2.501204,rotate
0.682313,-0.095240,0.071650,0.027732,0.056247,-0.435124,-2.743890,rotate
0.702381,-0.064471,0.133349,-0.037205,-0.055865,-0.545667,-2.869460,rotate
0.722449,-0.164374,0.120253,0.030092,-0.145593,-0.420596,-3.061727,rotate
0.742517,-0.103349,0.081604,0.009743,-0.244918,-0.299655,-3.260145,rotate
0.762586,-0.051277,0.127082,-0.041216,-0.334432,-0.518771,-3.505649,rotate
0.782654,-0.148974,0.083557,0.009585,-0.343238,-0.913060,-3.791375,rotate
0.802722,-0.266521,0.132490,0.078222,-0.490522,-0.947017,-4.234575,rotate
0.822790,-0.029365,0.098919,0.166479,-0.726255,-1.099041,-4.319809,rotate
0.842858,-0.087923,0.084345,0.166581,-1.254998,-0.504427,-4.602906,rotate
0.862926,-0.300767,0.202095,0.098279,-1.734962,0.804951,-5.158527,rotate
0.882994,-0.231777,0.285976,0.188348,-1.962627,1.439443,-5.974383,rotate
0.903062,0.009878,0.335305,0.081948,-1.676731,0.931988,-6.643873,rotate
0.923130,0.144204,0.227108,0.034387,-1.225076,-0.910503,-6.185253,rotate
0.943198,-0.083568,0.159608,0.059985,-1.356161,-1.260253,-5.209919,rotate
0.963266,-0.172257,0.401110,0.038340,-2.079336,-0.043374,-4.429249,rotate
0.983334,0.063992,0.290554,-0.044177,-1.931800,0.469371,-3.754884,rotate
1.003402,0.012100,0.075793,-0.265582,-0.724169,0.290525,-2.579996,rotate
1.023470,0.147514,0.182524,-0.220377,0.254904,0.110702,-1.113377,rotate
1.043538,0.111819,0.077011,-0.111205,0.287046,0.904447,-0.893024,rotate
1.063606,0.137986,0.105702,-0.032277,0.400325,1.048934,-0.838925,rotate
1.083674,0.155404,0.062393,-0.065172,0.897599,0.468910,-0.567499,rotate
1.103742,0.153299,-0.032678,-0.069710,0.909028,-0.333140,-0.080563,rotate
1.123810,0.081026,-0.094258,-0.092262,0.169352,-0.240884,0.164427,rotate
1.143878,0.034346,-0.057151,0.087028,-0.520422,0.035745,-0.006007,rotate
1.163946,0.042584,-0.046658,0.029495,-0.578025,0.041056,-0.166287,rotate
1.184014,0.050789,-0.026971,-0.011636,-0.319671,-0.086542,-0.191174,rotate
1.204083,0.054039,-0.068732,-0.055055,-0.176504,-0.313236,-0.126980,rotate
1.224151,0.061036,-0.024869,-0.015324,-0.020122,-0.487741,-0.054981,rotate
1.244219,0.041645,-0.063989,-0.007959,0.015303,-0.336022,-0.149919,rotate
