timestamp,ax,ay,az,gx,gy,gz,label
0.000000,0.025005,-0.004778,0.055255,-0.177963,-0.132507,-0.088497,noise
0.020068,0.010146,0.004390,0.028130,-0.206373,-0.094183,-0.115542,noise
0.040137,0.034405,-0.009254,-0.002572,-0.111788,0.057633,-0.158689,noise
0.060205,0.081751,-0.018349,0.001040,0.013362,0.211645,-0.135582,noise
0.080273,0.102176,-0.039116,0.014788,0.088792,0.312756,0.010871,noise
0.100341,0.095648,-0.044115,0.059403,0.080187,0.289209,0.148904,noise
0.120409,0.078780,-0.030055,0.078877,-0.035877,0.190619,0.235741,noise
0.140478,0.049469,-0.016516,0.089658,-0.167645,0.134342,0.240991,noise
0.160546,0.065551,0.006503,0.069899,-0.257859,0.174701,0.229725,noise
0.180614,0.069872,0.018213,0.031854,-0.228459,0.200436,0.274366,noise
0.200682,0.053167,0.035234,0.031815,-0.155180,0.172599,0.295381,noise
0.220750,0.024616,0.038879,0.054708,-0.128123,0.136441,0.277212,noise
0.240819,-0.001202,0.046746,0.087468,-0.139319,0.071506,0.239936,noise
0.260887,-0.031659,0.057421,0.097151,-0.176367,0.188540,0.191198,noise
0.280955,-0.057548,0.065747,0.109744,-0.232832,0.364026,0.145287,noise
0.301023,-0.086997,0.070115,0.091435,-0.263694,0.538874,0.096180,noise
0.321091,-0.087345,0.075732,0.086758,-0.237177,0.595554,0.048684,noise
0.341160,-0.100956,0.072594,0.082245,-0.254428,0.625397,0.001336,noise
0.361228,-0.121001,0.071641,0.075136,-0.338857,0.647631,-0.021255,noise
0.381296,-0.135573,0.074275,0.062182,-0.528561,0.554993,-0.054956,noise
0.401364,-0.163497,0.080261,0.035461,-0.653146,0.430494,-0.110308,noise
0.421432,-0.192890,0.076067,0.015950,-0.548601,0.226782,-0.207652,noise
0.441501,-0.256311,0.079006,0.044646,-0.293455,-0.017776,-0.395573,noise
0.461569,-0.261905,0.111374,0.129711,0.043550,-0.352926,-0.703058,noise
0.481637,-0.194720,0.053679,0.251724,0.317115,-0.880934,-0.870934,noise
0.501705,-0.245846,-0.021882,0.399869,0.300076,-1.235069,-0.533747,noise
0.521773,-0.195514,0.028264,0.530437,-0.130091,-1.552623,-0.301169,noise
0.541842,-0.015473,-0.001736,0.417144,-0.947583,-1.374169,-0.202487,noise
0.561910,0.513090,-0.417836,-0.926259,-2.037230,-0.721729,0.127933,noise
0.581978,0.511563,-0.371494,-1.403358,-1.114101,-1.285910,0.180309,noise
0.602046,0.229165,-0.272923,-1.475584,0.275987,-0.915166,0.258400,noise
0.622115,0.124257,-0.143058,-0.808744,1.350838,-0.527804,-0.023489,noise
0.642183,-0.030516,-0.038745,-0.157244,1.834087,-0.276086,-0.303341,noise
0.662251,-0.079242,0.075264,0.323797,1.741033,-0.072328,-0.454460,noise
0.682319,-0.075212,0.124265,0.559446,1.407157,0.105275,-0.385557,noise
0.702387,-0.095878,0.126084,0.658263,0.916610,0.253723,-0.140800,noise
0.722456,-0.128730,0.099109,0.692642,0.100731,0.325321,-0.058020,noise
0.742524,-0.127545,0.045699,0.614892,-1.137311,0.179492,-0.275983,noise
0.762592,-0.029227,0.037021,0.237880,-2.288964,-0.113691,-0.492779,noise
0.782660,0.095281,0.006970,-0.355259,-2.389575,-0.375959,-0.454731,noise
0.802728,0.155729,0.036981,-0.631482,-1.613314,-0.508467,-0.306472,noise
0.822796,0.151262,0.060137,-0.532405,-0.596527,-0.474053,-0.198550,noise
0.842865,0.102952,0.052237,-0.262144,0.167034,-0.255027,-0.100669,noise
0.862933,0.016850,0.036252,-0.001463,0.489861,0.093361,-0.030186,noise
0.883001,-0.016763,0.053114,0.160094,0.474900,0.373920,-0.010778,noise
0.903069,-0.039708,0.040447,0.214501,0.231834,0.408257,-0.074871,noise
0.923137,-0.036741,0.020428,0.199640,-0.181043,0.277828,-0.154181,noise
0.943206,-0.011065,0.009799,0.113700,-0.566404,0.173358,-0.200257,noise
0.963274,0.046557,-0.006219,-0.044063,-0.659540,0.100245,-0.143386,noise
0.983342,0.061455,-0.012022,-0.145688,-0.461266,-0.008416,-0.046183,noise
1.003410,0.066966,-0.047989,-0.148546,-0.224077,-0.120820,-0.043497,noise
1.023478,0.048812,-0.064882,-0.115140,-0.199401,-0.181241,-0.017889,noise
1.043547,0.000684,-0.011230,-0.152453,-0.207504,0.044729,0.194682,noise
1.063615,-0.051926,-0.002567,-0.203530,0.067812,0.384319,0.365200,noise
1.083683,-0.130059,-0.004458,-0.147690,0.275769,0.586806,0.418770,noise
1.103751,-0.223178,0.033406,-0.111398,0.263646,0.642472,0.453301,noise
1.123819,-0.286989,0.047268,-0.062109,0.293536,0.299936,0.288610,noise
1.143888,-0.325155,0.060425,-0.003324,0.277323,-0.063007,-0.056318,noise
1.163956,-0.300698,0.054823,0.058398,0.106669,-0.234528,-0.268943,noise
1.184024,-0.274138,0.040933,0.053812,-0.091744,-0.236401,-0.291878,noise
1.204092,-0.228983,0.040071,0.018747,-0.294945,-0.289176,-0.282965,noise
1.224160,-0.214802,0.077999,-0.023520,-0.397770,-0.559547,-0.342799,noise
1.244229,-0.205210,0.094346,-0.046733,-0.243003,-0.776027,-0.545389,noise
1.264297,-0.162691,0.105255,-0.006285,-0.031895,-0.703582,-0.785543,noise
1.284365,-0.042177,0.079076,0.069900,0.016130,-0.359396,-0.850595,noise
1.304433,0.098920,0.061444,0.198871,-0.484343,0.053829,-0.578255,noise
1.324501,0.194166,0.108390,0.024202,-0.893160,0.140697,-0.312513,noise
1.344570,0.276587,0.110906,-0.147484,-0.503217,-0.225045,-0.549143,noise
1.364638,0.369195,0.039269,-0.139747,0.019246,-0.752537,-0.956240,noise
1.384706,0.333511,-0.032331,-0.064379,0.158477,-0.667681,-0.855941,noise
1.404774,0.338699,-0.114146,0.037883,0.088561,-0.268018,-0.599386,noise
1.424842,0.293680,-0.140296,0.009983,0.161982,0.077592,-0.353584,noise
1.444911,0.210831,-0.145713,0.009822,0.288939,0.262276,-0.173977,noise
1.464979,0.134704,-0.120517,0.011342,0.303423,0.287014,-0.088322,noise
1.485047,0.065949,-0.114474,0.045937,0.202088,0.088504,-0.147027,noise
1.505115,0.004494,-0.134245,0.047529,-0.063444,-0.086474,-0.262336,noise
1.525183,0.019448,-0.157275,-0.042422,-0.234510,-0.050572,-0.287797,noise
1.545252,0.075111,-0.161228,-0.194615,0.063027,0.124166,-0.204665,noise
1.565320,0.151158,-0.161824,-0.278637,0.616460,0.331933,0.035003,noise
1.585388,0.169187,-0.189906,-0.268875,1.077294,0.495914,0.177318,noise
1.605456,0.179999,-0.159961,-0.212665,1.333247,0.465089,0.233010,noise
1.625524,0.194688,-0.144199,-0.149598,1.408828,0.389654,0.297491,noise
1.645593,0.236368,-0.124569,-0.142461,1.457507,0.430288,0.403646,noise
1.665661,0.283851,-0.096412,-0.150026,1.618495,0.395059,0.600077,noise
1.685729,0.244185,-0.029392,-0.107639,1.729550,0.299140,0.767054,noise
1.705797,0.136791,0.037229,-0.014385,1.651345,0.250943,0.755945,noise
1.725865,0.038897,0.100849,0.050389,1.434693,0.262020,0.586266,noise
1.745934,-0.003102,0.160948,0.093616,1.169505,0.208719,0.434372,noise
1.766002,-0.039961,0.197758,0.102459,0.940986,0.208463,0.352026,noise
1.786070,-0.044206,0.248238,0.081333,0.861529,0.178113,0.421902,noise
1.806138,-0.088321,0.257017,0.069700,0.874911,0.170152,0.477821,noise
1.826206,-0.149818,0.273928,0.104827,0.869885,0.227984,0.424092,noise
1.846275,-0.209501,0.265109,0.131793,0.772444,0.329912,0.293789,noise
1.866343,-0.255135,0.245341,0.139948,0.533987,0.404252,0.173471,noise
1.886411,-0.213364,0.235206,0.099170,0.290127,0.537765,0.184660,noise
1.906479,-0.176794,0.240032,0.027638,0.201089,0.600643,0.316679,noise
1.926547,-0.150270,0.221686,-0.003668,0.257712,0.389965,0.450063,noise
1.946616,-0.183534,0.180603,0.026393,0.196945,-0.098078,0.340470,noise
1.966684,-0.182925,0.140699,0.012584,0.032834,-0.662550,0.001182,noise
1.986752,-0.150325,0.115547,0.031775,-0.129840,-0.988729,-0.336842,noise
2.006820,-0.101312,0.089803,0.011620,-0.300755,-0.931621,-0.397765,noise
2.026888,-0.058819,0.057432,-0.043842,-0.285237,-0.851778,-0.140591,noise
2.046957,-0.090222,0.030473,-0.051249,-0.120862,-0.832421,0.103977,noise
2.067025,-0.126557,0.039724,-0.029379,-0.026064,-0.799386,0.014237,noise
2.087093,-0.133228,0.044658,0.021840,-0.023467,-0.753372,-0.284107,noise
2.107161,-0.130087,-0.044935,0.012090,-0.050384,-0.591677,-0.577861,noise
2.127229,-0.046439,-0.129763,0.004020,0.029178,-0.623365,-0.626681,noise
2.147298,-0.034101,-0.189042,0.020605,0.082809,-0.787381,-0.531630,noise
2.167366,-0.052442,-0.169412,0.080098,-0.026657,-0.893098,-0.509898,noise
2.187434,-0.067192,-0.168644,0.011511,-0.055481,-0.716965,-0.749526,noise
2.207502,0.022908,-0.138000,-0.056512,0.205365,-0.534753,-0.994153,noise
2.227570,0.091202,-0.119344,-0.114837,0.551208,-0.284607,-1.019896,noise
2.247638,0.137104,-0.095960,-0.116628,0.863420,-0.016986,-0.802640,noise
2.267707,0.112398,-0.021568,-0.104085,0.986687,0.216491,-0.499949,noise
2.287775,0.025369,0.054146,-0.089033,0.953141,0.091135,-0.305539,noise
2.307843,-0.073984,0.139833,0.031642,0.655517,-0.658319,-0.365036,noise
2.327911,-0.051420,0.204290,0.150512,-0.034484,-1.448817,-0.539371,noise
2.347979,-0.007039,0.191049,0.185353,-0.796306,-1.767149,-0.689551,noise
2.368048,0.086987,0.129676,0.104767,-1.088290,-1.685138,-0.814059,noise
2.388116,0.163085,0.084180,0.007371,-0.879130,-1.419138,-0.817102,noise
2.408184,0.198011,0.075689,-0.029512,-0.394930,-1.128089,-0.696215,noise
2.428252,0.194089,0.054474,0.008218,0.085238,-0.819539,-0.526420,noise
2.448320,0.209429,0.083423,0.118419,0.212982,-0.501298,-0.222028,noise
2.468389,0.169623,0.095499,0.190684,0.091265,-0.244016,0.197099,noise
2.488457,0.076992,0.137189,0.202988,-0.078214,-0.022900,0.508257,noise
2.508525,-0.031938,0.171985,0.188878,-0.208210,0.200210,0.459284,noise
2.528593,-0.079396,0.124242,0.156692,-0.269438,0.420150,0.006227,noise
